runs,wickets,overs,runs_last_5,wickets_last_5,total_score
72,4,11,30,1,153
82,4,12,34,1,153
92,4,13,36,1,153
106,4,14,47,0,153
114,4,15,52,0,153
130,4,16,58,0,153
137,6,17,55,2,153
147,7,18,55,3,153
153,7,19,47,3,153
35,2,5,30,2,149
40,2,6,30,2,149
46,2,7,30,1,149
56,2,8,37,1,149
61,2,9,33,0,149
69,2,10,34,0,149
85,2,11,45,0,149
89,2,12,43,0,149
92,2,13,36,0,149
101,2,14,40,0,149
114,2,15,45,0,149
118,4,16,33,2,149
130,5,17,41,3,149
138,5,18,46,3,149
149,5,19,48,3,149
43,0,5,38,0,55
47,0,6,29,0,55
55,0,7,28,0,55
41,1,5,40,1,154
43,2,6,23,2,154
61,2,7,39,2,154
64,2,8,35,2,154
70,2,9,35,1,154
73,3,10,32,2,154
79,3,11,36,1,154
86,3,12,25,1,154
97,3,13,33,1,154
102,3,14,32,1,154
105,5,15,32,2,154
119,5,16,40,2,154
124,6,17,38,3,154
130,7,18,33,4,154
154,7,19,52,4,154
71,0,5,61,0,158
90,1,6,67,1,158
95,1,7,64,1,158
100,2,8,55,2,158
105,2,9,45,2,158
112,2,10,41,2,158
114,2,11,24,1,158
118,2,12,23,1,158
123,3,13,23,1,158
127,4,14,22,2,158
133,5,15,21,3,158
142,5,16,28,3,158
152,5,17,34,3,158
158,5,18,35,2,158
32,1,5,25,1,147
40,2,6,33,1,147
46,2,7,34,1,147
48,2,8,34,1,147
59,2,9,35,1,147
69,2,10,37,1,147
72,3,11,32,1,147
82,3,12,36,1,147
93,3,13,45,1,147
102,4,14,43,2,147
106,4,15,37,2,147
116,4,16,44,1,147
123,6,17,41,3,147
136,7,18,43,4,147
147,8,19,45,4,147
42,3,5,36,3,150
46,3,6,30,2,150
50,3,7,31,2,150
62,3,8,36,2,150
69,4,9,27,3,150
80,4,10,38,1,150
97,4,11,51,1,150
105,4,12,55,1,150
113,4,13,51,1,150
128,4,14,59,0,150
134,4,15,54,0,150
150,4,16,53,0,150
43,1,5,40,0,189
53,1,6,45,0,189
64,1,7,55,0,189
74,1,8,54,0,189
84,1,9,54,0,189
93,1,10,50,0,189
101,1,11,48,0,189
114,1,12,50,0,189
125,1,13,51,0,189
134,2,14,50,1,189
139,2,15,46,1,189
148,3,16,47,2,189
158,4,17,44,3,189
171,4,18,46,3,189
189,4,19,55,2,189
68,1,5,58,1,188
74,1,6,40,1,188
81,1,7,45,0,188
83,2,8,43,1,188
90,2,9,34,1,188
99,2,10,31,1,188
108,2,11,34,1,188
127,2,12,46,1,188
134,3,13,51,1,188
144,3,14,54,1,188
156,3,15,57,1,188
159,4,16,51,2,188
163,6,17,36,4,188
171,7,18,37,4,188
188,10,19,44,7,188
23,2,5,17,2,126
27,2,6,20,1,126
33,2,7,22,1,126
38,3,8,22,2,126
41,4,9,19,3,126
44,4,10,21,2,126
52,4,11,25,2,126
58,4,12,25,2,126
65,4,13,27,1,126
76,5,14,35,1,126
87,5,15,43,1,126
98,6,16,46,2,126
109,6,17,51,2,126
122,6,18,57,2,126
126,8,19,50,3,126
44,0,5,39,0,112
53,0,6,46,0,112
56,0,7,29,0,112
60,0,8,20,0,112
61,1,9,19,1,112
65,2,10,21,2,112
69,2,11,16,2,112
84,2,12,28,2,112
87,4,13,27,4,112
92,4,14,31,3,112
93,6,15,28,4,112
98,6,16,29,4,112
109,7,17,25,5,112
111,8,18,24,4,112
112,8,19,20,4,112
42,0,5,37,0,175
45,0,6,32,0,175
57,0,7,32,0,175
66,0,8,31,0,175
70,0,9,31,0,175
79,0,10,37,0,175
88,1,11,43,1,175
91,1,12,34,1,175
109,1,13,43,1,175
111,2,14,41,2,175
122,2,15,43,2,175
143,2,16,55,1,175
155,3,17,64,2,175
164,4,18,55,3,175
175,4,19,64,2,175
74,0,5,60,0,178
78,0,6,55,0,178
86,1,7,51,1,178
97,1,8,47,1,178
101,1,9,38,1,178
105,1,10,31,1,178
115,1,11,37,1,178
119,2,12,33,1,178
123,2,13,26,1,178
135,2,14,34,1,178
139,3,15,34,2,178
149,4,16,34,3,178
155,4,17,36,2,178
171,4,18,48,2,178
178,4,19,43,2,178
60,0,5,55,0,176
70,0,6,54,0,176
73,1,7,48,1,176
79,1,8,39,1,176
81,1,9,38,1,176
96,1,10,36,1,176
107,1,11,37,1,176
109,2,12,36,1,176
114,3,13,35,2,176
123,4,14,42,3,176
128,4,15,32,3,176
137,4,16,30,3,176
145,5,17,36,3,176
162,5,18,48,2,176
176,8,19,53,4,176
56,2,5,37,2,179
67,2,6,38,1,179
72,2,7,37,1,179
79,2,8,41,1,179
88,2,9,38,0,179
90,4,10,34,2,179
98,4,11,31,2,179
111,4,12,39,2,179
120,4,13,41,2,179
130,5,14,42,3,179
137,5,15,47,1,179
152,5,16,54,1,179
161,5,17,50,1,179
169,5,18,49,1,179
179,5,19,49,0,179
67,0,5,55,0,211
77,0,6,62,0,211
90,0,7,65,0,211
95,0,8,56,0,211
107,0,9,55,0,211
127,0,10,60,0,211
137,1,11,60,1,211
140,1,12,50,1,211
150,2,13,55,2,211
167,2,14,60,2,211
174,2,15,47,2,211
186,3,16,49,2,211
198,3,17,58,2,211
203,4,18,53,2,211
211,5,19,44,3,211
65,1,5,59,1,201
72,1,6,57,0,201
81,1,7,47,0,201
84,2,8,44,1,201
99,2,9,44,1,201
112,2,10,47,1,201
129,2,11,57,1,201
141,2,12,60,1,201
144,2,13,60,0,201
157,3,14,58,1,201
165,3,15,53,1,201
177,3,16,48,1,201
185,4,17,44,2,201
197,5,18,53,3,201
201,7,19,44,4,201
46,1,5,44,1,156
51,1,6,38,0,156
57,1,7,35,0,156
71,1,8,39,0,156
80,1,9,41,0,156
85,2,10,39,1,156
93,2,11,42,1,156
103,3,12,46,2,156
110,4,13,39,3,156
114,5,14,34,4,156
122,5,15,37,3,156
126,5,16,33,3,156
130,5,17,27,2,156
143,6,18,33,2,156
156,8,19,42,3,156
33,2,5,26,2,153
43,2,6,32,2,153
54,2,7,37,2,153
57,2,8,31,1,153
63,2,9,32,1,153
75,2,10,42,0,153
90,2,11,47,0,153
97,2,12,43,0,153
105,2,13,48,0,153
112,2,14,49,0,153
115,2,15,40,0,153
128,3,16,38,1,153
132,5,17,35,3,153
137,6,18,32,4,153
153,6,19,41,4,153
47,1,5,42,1,174
58,1,6,37,1,174
61,1,7,37,1,174
71,1,8,44,0,174
82,1,9,45,0,174
95,1,10,48,0,174
104,1,11,46,0,174
108,2,12,47,1,174
121,2,13,50,1,174
133,3,14,51,2,174
140,3,15,45,2,174
147,3,16,43,2,174
163,3,17,55,1,174
170,4,18,49,2,174
174,6,19,41,3,174
51,2,5,41,2,175
54,2,6,39,2,175
59,2,7,35,2,175
66,3,8,32,3,175
74,4,9,29,4,175
78,4,10,27,2,175
85,4,11,31,2,175
87,4,12,28,2,175
96,4,13,30,1,175
104,5,14,30,1,175
118,6,15,40,2,175
136,6,16,51,2,175
152,6,17,65,2,175
160,7,18,64,3,175
175,7,19,71,2,175
29,0,5,27,0,145
42,0,6,36,0,145
46,0,7,31,0,145
51,0,8,35,0,145
60,0,9,32,0,145
71,1,10,42,1,145
75,1,11,33,1,145
83,2,12,37,2,145
92,2,13,41,2,145
97,2,14,37,2,145
106,3,15,35,2,145
108,5,16,33,4,145
118,5,17,35,3,145
120,7,18,28,5,145
145,7,19,48,5,145
36,2,5,35,2,146
47,2,6,38,2,146
50,3,7,30,3,146
54,3,8,31,2,146
67,3,9,35,2,146
72,3,10,36,1,146
77,5,11,30,3,146
80,5,12,30,2,146
85,5,13,31,2,146
90,5,14,23,2,146
97,5,15,25,2,146
103,5,16,26,0,146
114,5,17,34,0,146
131,5,18,46,0,146
146,5,19,56,0,146
26,2,5,25,2,147
37,2,6,30,2,147
44,2,7,31,1,147
51,2,8,36,0,147
57,2,9,39,0,147
59,3,10,33,1,147
65,3,11,28,1,147
71,3,12,27,1,147
85,3,13,34,1,147
93,3,14,36,1,147
104,3,15,45,0,147
112,3,16,47,0,147
127,3,17,56,0,147
140,6,18,55,3,147
147,8,19,54,5,147
44,1,5,32,1,148
53,1,6,35,1,148
59,1,7,37,1,148
68,2,8,33,1,148
72,2,9,31,1,148
77,2,10,33,1,148
88,2,11,35,1,148
96,2,12,37,1,148
108,2,13,40,0,148
114,2,14,42,0,148
117,3,15,40,1,148
120,3,16,32,1,148
131,3,17,35,1,148
141,3,18,33,1,148
148,3,19,34,1,148
58,0,5,57,0,192
65,2,6,57,2,192
71,2,7,56,2,192
77,3,8,48,3,192
83,3,9,40,3,192
104,3,10,46,3,192
113,3,11,48,1,192
120,3,12,49,1,192
130,4,13,53,1,192
142,4,14,59,1,192
155,5,15,51,2,192
164,5,16,51,2,192
172,7,17,52,4,192
188,7,18,58,3,192
192,9,19,50,5,192
28,3,5,20,3,87
37,4,6,24,3,87
40,4,7,18,3,87
48,4,8,25,2,87
56,5,9,32,3,87
64,5,10,36,2,87
75,5,11,38,1,87
77,7,12,37,3,87
79,8,13,31,4,87
82,8,14,26,3,87
87,9,15,23,4,87
87,10,16,12,5,87
35,4,5,28,4,112
35,4,6,24,3,112
37,4,7,21,2,112
44,5,8,16,3,112
45,6,9,15,3,112
50,6,10,15,2,112
56,6,11,21,2,112
61,6,12,24,2,112
63,7,13,19,2,112
68,7,14,23,1,112
73,7,15,23,1,112
79,7,16,23,1,112
84,7,17,23,1,112
98,8,18,35,1,112
112,8,19,44,1,112
35,1,5,28,1,116
44,1,6,30,1,116
53,1,7,37,0,116
60,1,8,35,0,116
62,1,9,32,0,116
75,1,10,40,0,116
80,1,11,36,0,116
90,1,12,37,0,116
100,1,13,40,0,116
116,1,14,54,0,116
42,1,5,36,1,163
51,1,6,39,1,163
57,1,7,41,1,163
64,2,8,35,2,163
75,2,9,36,2,163
77,2,10,35,1,163
87,2,11,36,1,163
97,3,12,40,2,163
109,3,13,45,1,163
117,3,14,42,1,163
127,3,15,50,1,163
130,4,16,43,2,163
139,4,17,42,1,163
148,4,18,39,1,163
163,5,19,46,2,163
41,1,5,39,1,164
44,3,6,30,3,164
51,3,7,32,3,164
61,3,8,34,2,164
75,3,9,39,2,164
80,3,10,39,2,164
87,3,11,43,0,164
102,3,12,51,0,164
107,3,13,46,0,164
112,4,14,37,1,164
125,4,15,45,1,164
139,5,16,52,2,164
146,7,17,44,4,164
156,7,18,49,4,164
164,7,19,52,3,164
40,1,5,37,1,165
45,1,6,35,1,165
48,1,7,28,1,165
55,1,8,28,1,165
64,1,9,29,1,165
73,1,10,33,0,165
84,2,11,39,1,165
93,2,12,45,1,165
101,3,13,46,2,165
105,4,14,41,3,165
112,4,15,39,3,165
126,4,16,42,2,165
148,4,17,55,2,165
157,6,18,56,3,165
165,7,19,60,3,165
40,2,5,38,1,146
55,2,6,39,1,146
57,2,7,39,0,146
66,2,8,47,0,146
70,3,9,37,1,146
73,3,10,33,1,146
83,3,11,28,1,146
91,4,12,34,2,146
94,4,13,28,2,146
108,5,14,38,2,146
114,6,15,41,3,146
127,6,16,44,3,146
135,6,17,44,2,146
141,6,18,47,2,146
146,7,19,38,2,146
29,3,5,25,1,133
39,3,6,30,1,133
46,3,7,34,1,133
52,4,8,38,2,133
57,4,9,40,1,133
60,4,10,31,1,133
63,5,11,24,2,133
70,5,12,24,2,133
77,5,13,25,1,133
87,5,14,30,1,133
88,6,15,28,2,133
98,6,16,35,1,133
106,6,17,36,1,133
117,6,18,40,1,133
133,8,19,46,3,133
14,2,5,12,1,58
17,3,6,11,2,58
26,3,7,19,1,58
28,5,8,19,3,58
32,5,9,19,3,58
47,5,10,33,3,58
47,7,11,30,4,58
52,7,12,26,4,58
54,9,13,26,4,58
58,9,14,26,4,58
58,10,15,11,5,58
67,1,5,57,1,104
68,2,6,47,2,104
71,2,7,40,2,104
78,3,8,37,3,104
91,3,9,39,3,104
98,6,10,31,5,104
104,7,11,36,5,104
21,3,5,20,3,101
23,3,6,21,2,101
25,3,7,23,2,101
27,3,8,15,1,101
31,3,9,16,1,101
36,4,10,15,1,101
47,4,11,24,1,101
52,5,12,27,2,101
59,5,13,32,2,101
64,5,14,33,2,101
74,7,15,38,3,101
82,8,16,35,4,101
93,8,17,41,3,101
98,8,18,39,3,101
101,10,19,37,5,101
37,2,5,28,2,104
38,2,6,24,2,104
46,2,7,22,1,104
52,2,8,22,1,104
69,2,9,34,0,104
77,2,10,40,0,104
91,2,11,53,0,104
100,2,12,54,0,104
104,2,13,52,0,104
68,0,5,59,0,179
77,0,6,62,0,179
85,0,7,57,0,179
97,0,8,61,0,179
106,0,9,50,0,179
108,2,10,40,2,179
111,2,11,34,2,179
116,2,12,31,2,179
129,2,13,32,2,179
135,2,14,29,2,179
144,3,15,36,1,179
151,3,16,40,1,179
158,3,17,42,1,179
165,4,18,36,2,179
179,5,19,44,3,179
46,2,5,41,1,87
48,3,6,34,2,87
51,5,7,26,4,87
53,5,8,22,4,87
56,5,9,16,4,87
66,6,10,20,4,87
71,7,11,23,4,87
78,8,12,27,3,87
78,9,13,25,4,87
85,9,14,29,4,87
87,10,15,21,4,87
46,1,5,45,1,158
48,3,6,39,3,158
56,3,7,41,2,158
58,3,8,36,2,158
67,3,9,31,2,158
81,3,10,35,2,158
95,3,11,47,0,158
101,3,12,45,0,158
104,3,13,46,0,158
117,4,14,50,1,158
123,5,15,42,2,158
130,5,16,35,2,158
134,6,17,33,3,158
142,6,18,38,3,158
158,6,19,41,2,158
60,1,5,57,1,79
66,1,6,57,1,79
76,1,7,60,1,79
78,1,8,48,1,79
79,1,9,32,1,79
62,1,5,50,1,184
66,1,6,39,1,184
72,2,7,37,2,184
77,2,8,30,1,184
91,2,9,42,1,184
101,2,10,39,1,184
107,2,11,41,1,184
127,2,12,55,0,184
132,3,13,55,1,184
139,3,14,48,1,184
149,4,15,48,2,184
158,4,16,51,2,184
170,4,17,43,2,184
174,6,18,42,3,184
184,6,19,45,3,184
31,2,5,21,1,160
38,2,6,25,1,160
43,3,7,28,2,160
50,3,8,31,1,160
57,3,9,32,1,160
65,4,10,34,2,160
75,4,11,37,2,160
81,4,12,38,1,160
98,4,13,48,1,160
109,4,14,52,1,160
121,5,15,56,1,160
132,6,16,57,2,160
140,7,17,59,3,160
156,7,18,58,3,160
160,8,19,51,4,160
59,2,5,57,1,189
67,2,6,59,0,189
76,2,7,62,0,189
82,3,8,53,1,189
90,3,9,44,1,189
96,3,10,37,1,189
105,3,11,38,1,189
109,3,12,33,1,189
114,4,13,32,1,189
123,4,14,33,1,189
134,4,15,38,1,189
148,4,16,43,1,189
161,4,17,52,1,189
183,4,18,69,0,189
189,5,19,66,1,189
61,1,5,50,1,180
85,1,6,64,1,180
90,2,7,60,2,180
97,2,8,53,2,180
106,2,9,50,2,180
113,3,10,52,2,180
124,3,11,39,2,180
132,3,12,42,1,180
139,3,13,42,1,180
148,4,14,42,2,180
156,5,15,43,2,180
161,5,16,37,2,180
166,5,17,34,2,180
175,7,18,36,4,180
180,9,19,32,5,180
54,2,5,50,2,150
61,2,6,53,1,150
70,2,7,46,0,150
73,4,8,42,2,150
78,4,9,38,2,150
80,4,10,26,2,150
85,4,11,24,2,150
93,4,12,23,2,150
97,4,13,24,0,150
107,4,14,29,0,150
111,4,15,31,0,150
119,5,16,34,1,150
125,6,17,32,2,150
132,6,18,35,2,150
150,6,19,43,2,150
38,1,5,31,1,150
43,1,6,35,1,150
60,1,7,50,1,150
63,2,8,38,1,150
67,3,9,39,2,150
73,4,10,35,3,150
79,4,11,36,3,150
89,4,12,29,3,150
94,5,13,31,3,150
98,5,14,31,2,150
120,5,15,47,1,150
128,5,16,49,1,150
135,5,17,46,1,150
144,6,18,50,1,150
150,8,19,52,3,150
49,3,5,43,3,168
53,3,6,39,2,168
62,3,7,30,2,168
65,3,8,26,2,168
71,3,9,24,2,168
74,4,10,25,1,168
87,4,11,34,1,168
91,4,12,29,1,168
105,4,13,40,1,168
118,4,14,47,1,168
131,4,15,57,0,168
136,5,16,49,1,168
145,6,17,54,2,168
162,7,18,57,3,168
168,9,19,50,5,168
44,0,5,40,0,173
57,1,6,43,1,173
61,1,7,42,1,173
67,1,8,38,1,173
80,1,9,41,1,173
84,1,10,40,1,173
91,1,11,34,0,173
94,2,12,33,1,173
103,2,13,36,1,173
109,2,14,29,1,173
128,2,15,44,1,173
141,2,16,50,1,173
158,2,17,64,0,173
173,3,18,70,1,173
55,0,5,49,0,168
67,1,6,52,1,168
72,1,7,50,1,168
76,1,8,40,1,168
88,1,9,44,1,168
95,1,10,40,1,168
113,1,11,46,0,168
125,2,12,53,1,168
131,2,13,55,1,168
137,4,14,49,3,168
142,5,15,47,4,168
151,5,16,38,4,168
157,6,17,32,4,168
163,7,18,32,5,168
168,9,19,31,5,168
50,1,5,47,1,156
57,1,6,53,0,156
67,1,7,55,0,156
76,1,8,53,0,156
84,1,9,42,0,156
86,2,10,36,1,156
90,2,11,33,1,156
96,3,12,29,2,156
103,3,13,27,2,156
108,4,14,24,3,156
119,4,15,33,2,156
131,5,16,41,3,156
143,5,17,47,2,156
147,6,18,44,3,156
156,7,19,48,3,156
45,2,5,36,1,149
49,2,6,39,0,149
62,2,7,49,0,149
68,2,8,42,0,149
74,3,9,39,1,149
78,4,10,33,2,149
81,4,11,32,2,149
86,4,12,24,2,149
94,4,13,26,2,149
100,4,14,26,1,149
109,4,15,31,0,149
119,4,16,38,0,149
126,4,17,40,0,149
139,5,18,45,1,149
149,7,19,49,3,149
43,2,5,34,2,150
50,2,6,37,1,150
58,2,7,38,1,150
61,2,8,30,1,150
64,2,9,25,1,150
69,2,10,26,0,150
77,2,11,27,0,150
84,2,12,26,0,150
89,3,13,28,1,150
99,3,14,35,1,150
107,4,15,38,2,150
126,4,16,49,2,150
135,4,17,51,2,150
147,4,18,58,1,150
150,4,19,51,1,150
38,2,5,37,1,139
42,3,6,35,2,139
46,3,7,34,2,139
52,4,8,31,3,139
60,4,9,32,2,139
63,4,10,25,2,139
71,4,11,29,1,139
76,4,12,30,1,139
86,4,13,34,0,139
98,4,14,38,0,139
107,4,15,44,0,139
111,4,16,40,0,139
123,4,17,47,0,139
130,6,18,44,2,139
139,6,19,41,2,139
32,4,5,26,4,112
38,5,6,29,3,112
41,5,7,26,3,112
43,6,8,20,4,112
48,6,9,21,2,112
58,6,10,26,2,112
66,6,11,28,1,112
70,6,12,29,1,112
75,6,13,32,0,112
82,6,14,34,0,112
86,6,15,28,0,112
96,6,16,30,0,112
102,6,17,32,0,112
106,7,18,31,1,112
112,7,19,30,1,112
62,1,5,60,0,165
65,2,6,47,1,165
69,2,7,41,1,165
77,2,8,39,1,165
88,2,9,33,1,165
96,2,10,34,1,165
100,2,11,35,0,165
103,4,12,34,2,165
106,4,13,29,2,165
113,4,14,25,2,165
120,4,15,24,2,165
133,5,16,33,3,165
153,5,17,50,1,165
159,5,18,53,1,165
165,6,19,52,2,165
69,1,5,58,1,169
73,1,6,42,1,169
75,2,7,27,2,169
80,2,8,20,2,169
85,2,9,19,2,169
99,2,10,30,1,169
107,2,11,34,1,169
113,2,12,38,0,169
115,3,13,35,1,169
129,3,14,44,1,169
131,4,15,32,2,169
141,4,16,34,2,169
150,4,17,37,2,169
158,4,18,43,1,169
169,4,19,40,1,169
61,0,5,57,0,187
72,0,6,56,0,187
86,0,7,60,0,187
103,0,8,65,0,187
111,0,9,66,0,187
118,0,10,57,0,187
123,0,11,51,0,187
131,1,12,45,1,187
147,2,13,44,2,187
151,3,14,40,3,187
155,4,15,37,4,187
162,5,16,39,5,187
169,5,17,38,4,187
177,6,18,30,4,187
187,6,19,36,3,187
47,2,5,43,2,95
50,2,6,42,1,95
57,2,7,40,0,95
65,2,8,41,0,95
70,2,9,31,0,95
74,3,10,27,1,95
80,3,11,30,1,95
81,5,12,24,3,95
88,6,13,23,4,95
95,7,14,25,5,95
95,9,15,21,6,95
42,3,5,35,3,143
48,3,6,33,3,143
56,4,7,31,2,143
61,4,8,30,2,143
66,4,9,30,2,143
69,4,10,27,1,143
82,4,11,34,1,143
94,4,12,38,0,143
98,4,13,37,0,143
101,4,14,35,0,143
108,5,15,39,1,143
121,5,16,39,1,143
133,5,17,39,1,143
135,6,18,37,2,143
143,7,19,42,3,143
33,2,5,27,2,147
36,3,6,24,3,147
47,3,7,27,3,147
56,3,8,35,2,147
60,3,9,29,1,147
64,5,10,31,3,147
67,5,11,31,2,147
86,5,12,39,2,147
92,5,13,36,2,147
96,5,14,36,2,147
109,5,15,45,0,147
127,5,16,60,0,147
141,5,17,55,0,147
147,5,18,55,0,147
45,2,5,42,1,139
48,2,6,35,1,139
53,2,7,30,1,139
56,3,8,19,2,139
61,3,9,17,2,139
66,3,10,21,1,139
74,4,11,26,2,139
80,4,12,27,2,139
89,4,13,33,1,139
94,4,14,33,1,139
107,4,15,41,1,139
113,5,16,39,1,139
121,6,17,41,2,139
133,6,18,44,2,139
139,6,19,45,2,139
46,0,5,44,0,143
49,0,6,39,0,143
53,0,7,36,0,143
57,0,8,25,0,143
65,0,9,25,0,143
69,0,10,23,0,143
75,1,11,26,1,143
78,2,12,25,2,143
89,2,13,32,2,143
98,2,14,33,2,143
107,4,15,38,4,143
115,4,16,40,3,143
126,4,17,48,2,143
130,5,18,41,3,143
143,5,19,45,3,143
26,2,5,21,2,119
32,2,6,26,2,119
40,2,7,30,2,119
42,3,8,24,2,119
50,3,9,27,1,119
55,4,10,29,2,119
60,4,11,28,2,119
75,4,12,35,2,119
80,4,13,38,1,119
86,5,14,36,2,119
93,5,15,38,1,119
98,7,16,38,3,119
102,7,17,27,3,119
107,7,18,27,3,119
119,8,19,33,3,119
23,3,5,20,2,116
26,3,6,21,1,116
31,3,7,23,1,116
44,3,8,32,1,116
47,4,9,34,1,116
53,4,10,30,1,116
56,4,11,30,1,116
67,4,12,36,1,116
73,4,13,29,1,116
81,4,14,34,0,116
88,4,15,35,0,116
94,4,16,38,0,116
101,5,17,34,1,116
108,6,18,35,2,116
116,7,19,35,3,116
37,2,5,29,1,148
41,2,6,22,1,148
48,2,7,26,0,148
52,3,8,26,1,148
55,4,9,25,2,148
61,4,10,24,2,148
77,4,11,36,2,148
97,4,12,49,2,148
112,4,13,60,1,148
118,5,14,63,1,148
127,5,15,66,1,148
134,5,16,57,1,148
139,6,17,42,2,148
140,7,18,28,3,148
148,9,19,30,4,148
41,2,5,36,2,150
50,3,6,34,3,150
58,3,7,30,3,150
62,3,8,31,2,150
70,3,9,35,1,150
75,3,10,34,1,150
85,3,11,35,0,150
93,3,12,35,0,150
98,3,13,36,0,150
101,3,14,31,0,150
111,3,15,36,0,150
128,3,16,43,0,150
132,4,17,39,1,150
150,4,18,52,1,150
40,2,5,36,2,164
47,2,6,42,1,164
55,2,7,38,1,164
69,2,8,50,0,164
81,2,9,55,0,164
84,2,10,44,0,164
86,3,11,39,1,164
89,4,12,34,2,164
96,4,13,27,2,164
104,4,14,23,2,164
108,4,15,24,2,164
120,4,16,34,1,164
144,4,17,55,0,164
153,4,18,57,0,164
164,5,19,60,1,164
38,2,5,31,2,126
42,2,6,33,1,126
46,2,7,32,1,126
54,2,8,36,1,126
61,3,9,33,2,126
66,3,10,28,1,126
79,3,11,37,1,126
86,4,12,40,2,126
91,4,13,37,2,126
98,5,14,37,2,126
107,5,15,41,2,126
113,5,16,34,2,126
117,7,17,31,3,126
121,8,18,30,4,126
126,9,19,28,4,126
40,2,5,31,2,148
42,2,6,27,2,148
54,3,7,36,3,148
56,3,8,32,2,148
61,3,9,30,2,148
65,3,10,25,1,148
73,4,11,31,2,148
76,4,12,22,1,148
83,4,13,27,1,148
88,4,14,27,1,148
97,5,15,32,2,148
106,5,16,33,1,148
122,5,17,46,1,148
132,6,18,49,2,148
148,6,19,60,2,148
26,2,5,25,1,139
39,2,6,35,1,139
44,2,7,31,0,139
54,2,8,39,0,139
60,2,9,39,0,139
65,2,10,39,0,139
75,2,11,36,0,139
81,2,12,37,0,139
88,2,13,34,0,139
98,3,14,38,1,139
111,3,15,46,1,139
118,3,16,43,1,139
126,4,17,45,2,139
130,5,18,42,3,139
139,6,19,41,3,139
38,2,5,36,1,145
44,3,6,36,2,145
52,3,7,37,2,145
56,3,8,29,2,145
62,3,9,35,1,145
72,3,10,34,1,145
80,5,11,36,2,145
84,5,12,32,2,145
88,6,13,32,3,145
100,6,14,38,3,145
104,6,15,32,3,145
112,6,16,32,1,145
133,7,17,49,2,145
135,8,18,47,2,145
145,9,19,45,3,145
35,0,5,32,0,137
46,0,6,42,0,137
53,0,7,43,0,137
63,0,8,42,0,137
70,1,9,42,1,137
73,2,10,38,2,137
80,2,11,34,2,137
84,3,12,31,3,137
91,3,13,28,3,137
95,3,14,25,2,137
102,3,15,29,1,137
116,3,16,36,1,137
129,4,17,45,1,137
133,5,18,42,2,137
137,7,19,42,4,137
39,2,5,31,2,141
40,2,6,22,2,141
43,2,7,16,2,141
54,2,8,20,2,141
58,3,9,23,2,141
65,3,10,26,1,141
70,3,11,30,1,141
82,3,12,39,1,141
89,3,13,35,1,141
102,3,14,44,0,141
109,3,15,44,0,141
118,4,16,48,1,141
127,4,17,45,1,141
131,4,18,42,1,141
141,5,19,39,2,141
30,3,5,27,1,142
35,3,6,32,0,142
45,3,7,40,0,142
54,3,8,47,0,142
60,5,9,40,2,142
68,5,10,38,2,142
85,5,11,50,2,142
89,5,12,44,2,142
93,5,13,39,2,142
98,6,14,38,1,142
113,6,15,45,1,142
125,6,16,40,1,142
131,7,17,42,2,142
140,7,18,47,2,142
142,7,19,44,1,142
53,2,5,43,2,163
58,2,6,42,2,163
60,2,7,41,2,163
64,2,8,36,2,163
77,2,9,41,1,163
91,2,10,38,0,163
106,2,11,48,0,163
113,3,12,53,1,163
122,3,13,58,1,163
130,4,14,53,2,163
138,5,15,47,3,163
144,5,16,38,3,163
148,7,17,35,4,163
153,8,18,31,5,163
163,10,19,33,6,163
49,2,5,44,2,145
54,3,6,43,3,145
61,3,7,41,3,145
69,3,8,47,1,145
72,3,9,34,1,145
79,3,10,30,1,145
86,3,11,32,0,145
100,3,12,39,0,145
111,3,13,42,0,145
120,3,14,48,0,145
127,4,15,48,1,145
128,5,16,42,2,145
133,7,17,33,4,145
135,8,18,24,5,145
145,8,19,25,5,145
28,1,5,23,1,153
30,1,6,23,1,153
36,1,7,27,1,153
43,1,8,28,1,153
52,1,9,29,0,153
58,2,10,30,1,153
71,2,11,41,1,153
75,2,12,39,1,153
78,2,13,35,1,153
92,2,14,40,1,153
105,3,15,47,1,153
113,3,16,42,1,153
122,3,17,47,1,153
132,3,18,54,1,153
153,3,19,61,1,153
51,2,5,49,1,154
59,2,6,53,1,154
68,2,7,55,1,154
77,2,8,42,1,154
81,3,9,37,2,154
85,3,10,34,1,154
94,3,11,35,1,154
102,3,12,34,1,154
109,3,13,32,1,154
116,4,14,35,1,154
121,4,15,36,1,154
129,4,16,35,1,154
136,4,17,34,1,154
147,4,18,38,1,154
154,4,19,38,0,154
25,3,5,25,3,149
28,3,6,16,3,149
42,3,7,21,3,149
48,3,8,27,1,149
53,3,9,30,1,149
61,3,10,36,0,149
67,3,11,39,0,149
77,3,12,35,0,149
83,3,13,35,0,149
86,4,14,33,1,149
94,4,15,33,1,149
101,4,16,34,1,149
115,4,17,38,1,149
133,4,18,50,1,149
149,4,19,63,0,149
51,1,5,42,1,150
54,1,6,33,1,150
62,1,7,38,0,150
68,1,8,27,0,150
74,1,9,23,0,150
81,1,10,30,0,150
87,1,11,33,0,150
92,1,12,30,0,150
107,1,13,39,0,150
122,1,14,48,0,150
127,1,15,46,0,150
134,1,16,47,0,150
149,1,17,57,0,150
150,1,18,43,0,150
53,0,5,43,0,178
61,1,6,46,1,178
68,1,7,47,1,178
78,1,8,44,1,178
